f,S21
0.831,0.989293473
0.832,0.989279047
0.833,0.98926463
0.834,0.989250223
0.835,0.989235824
0.836,0.989221434
0.837,0.989207053
0.838,0.989192682
0.839,0.989178319
0.84,0.989163965
0.841,0.989149619
0.842,0.989135283
0.843,0.989120956
0.844,0.989106638
0.845,0.989092328
0.846,0.989078028
0.847,0.989063736
0.848,0.989049454
0.849,0.98903518
0.85,0.989020915
0.851,0.989006659
0.852,0.988992412
0.853,0.988978174
0.854,0.988963945
0.855,0.988949724
0.856,0.988935513
0.857,0.98892131
0.858,0.988907117
0.859,0.988892932
0.86,0.988878756
0.861,0.988864589
0.862,0.988850431
0.863,0.988836281
0.864,0.988822141
0.865,0.988808009
0.866,0.988793886
0.867,0.988779772
0.868,0.988765667
0.869,0.988751571
0.87,0.988737484
0.871,0.988723405
0.872,0.988709336
0.873,0.988695275
0.874,0.988681223
0.875,0.98866718
0.876,0.988653145
0.877,0.98863912
0.878,0.988625103
0.879,0.988611095
0.88,0.988597096
0.881,0.988583106
0.882,0.988569124
0.883,0.988555152
0.884,0.988541188
0.885,0.988527233
0.886,0.988513286
0.887,0.988499349
0.888,0.98848542
0.889,0.9884715
0.89,0.988457589
0.891,0.988443686
0.892,0.988429793
0.893,0.988415908
0.894,0.988402031
0.895,0.988388164
0.896,0.988374305
0.897,0.988360455
0.898,0.988346614
0.899,0.988332782
0.9,0.988318958
0.901,0.988305143
0.902,0.988291336
0.903,0.988277539
0.904,0.98826375
0.905,0.98824997
0.906,0.988236198
0.907,0.988222435
0.908,0.988208681
0.909,0.988194936
0.91,0.988181199
0.911,0.988167471
0.912,0.988153752
0.913,0.988140041
0.914,0.988126339
0.915,0.988112645
0.916,0.988098961
0.917,0.988085285
0.918,0.988071617
0.919,0.988057958
0.92,0.988044308
0.921,0.988030667
0.922,0.988017034
0.923,0.98800341
0.924,0.987989794
0.925,0.987976187
0.926,0.987962588
0.927,0.987948998
0.928,0.987935417
0.929,0.987921845
0.93,0.98790828
0.931,0.987894725
0.932,0.987881178
0.933,0.98786764
0.934,0.98785411
0.935,0.987840589
0.936,0.987827076
0.937,0.987813572
0.938,0.987800076
0.939,0.987786589
0.94,0.987773111
0.941,0.987759641
0.942,0.987746179
0.943,0.987732726
0.944,0.987719282
0.945,0.987705846
0.946,0.987692419
0.947,0.987679
0.948,0.987665589
0.949,0.987652188
0.95,0.987638794
0.951,0.987625409
0.952,0.987612033
0.953,0.987598665
0.954,0.987585305
0.955,0.987571954
0.956,0.987558611
0.957,0.987545277
0.958,0.987531951
0.959,0.987518634
0.96,0.987505325
0.961,0.987492025
0.962,0.987478733
0.963,0.987465449
0.964,0.987452174
0.965,0.987438907
0.966,0.987425648
0.967,0.987412398
0.968,0.987399157
0.969,0.987385923
0.97,0.987372699
0.971,0.987359482
0.972,0.987346274
0.973,0.987333074
0.974,0.987319883
0.975,0.987306699
0.976,0.987293525
0.977,0.987280358
0.978,0.9872672
0.979,0.98725405
0.98,0.987240909
0.981,0.987227776
0.982,0.987214651
0.983,0.987201534
0.984,0.987188426
0.985,0.987175326
0.986,0.987162234
0.987,0.98714915
0.988,0.987136075
0.989,0.987123008
0.99,0.98710995
0.991,0.987096899
0.992,0.987083857
0.993,0.987070823
0.994,0.987057798
0.995,0.98704478
0.996,0.987031771
0.997,0.98701877
0.998,0.987005777
0.999,0.986992792
1,0.986979816
1.001,0.986966848
1.002,0.986953888
1.003,0.986940936
1.004,0.986927992
1.005,0.986915057
1.006,0.986902129
1.007,0.98688921
1.008,0.986876299
1.009,0.986863396
1.01,0.986850502
1.011,0.986837615
1.012,0.986824737
1.013,0.986811866
1.014,0.986799004
1.015,0.98678615
1.016,0.986773303
1.017,0.986760465
1.018,0.986747636
1.019,0.986734814
1.02,0.986722
1.021,0.986709195
1.022,0.986696397
1.023,0.986683607
1.024,0.986670826
1.025,0.986658053
1.026,0.986645287
1.027,0.98663253
1.028,0.986619781
1.029,0.986607039
1.03,0.986594306
1.031,0.986581581
1.032,0.986568864
1.033,0.986556154
1.034,0.986543453
1.035,0.98653076
1.036,0.986518074
1.037,0.986505397
1.038,0.986492727
1.039,0.986480066
1.04,0.986467413
1.041,0.986454768
1.042,0.98644213
1.043,0.9864295
1.044,0.986416878
1.045,0.986404265
1.046,0.986391659
1.047,0.986379061
1.048,0.986366471
1.049,0.986353889
1.05,0.986341314
1.051,0.986328748
1.052,0.98631619
1.053,0.986303639
1.054,0.986291096
1.055,0.986278561
1.056,0.986266034
1.057,0.986253515
1.058,0.986241004
1.059,0.9862285
1.06,0.986216005
1.061,0.986203517
1.062,0.986191037
1.063,0.986178565
1.064,0.9861661
1.065,0.986153643
1.066,0.986141194
1.067,0.986128753
1.068,0.98611632
1.069,0.986103895
1.07,0.986091477
1.071,0.986079066
1.072,0.986066664
1.073,0.98605427
1.074,0.986041884
1.075,0.986029504
1.076,0.986017133
1.077,0.986004769
1.078,0.985992414
1.079,0.985980065
1.08,0.985967725
1.081,0.985955392
1.082,0.985943067
1.083,0.98593075
1.084,0.98591844
1.085,0.985906138
1.086,0.985893843
1.087,0.985881557
1.088,0.985869278
1.089,0.985857007
1.09,0.985844743
1.091,0.985832487
1.092,0.985820238
1.093,0.985807997
1.094,0.985795764
1.095,0.985783539
1.096,0.985771321
1.097,0.985759109
1.098,0.985746906
1.099,0.985734711
1.1,0.985722524
1.101,0.985710343
1.102,0.985698171
1.103,0.985686006
1.104,0.985673848
1.105,0.985661698
1.106,0.985649556
1.107,0.985637421
1.108,0.985625293
1.109,0.985613173
1.11,0.985601061
1.111,0.985588956
1.112,0.985576859
1.113,0.985564769
1.114,0.985552687
1.115,0.985540612
1.116,0.985528544
1.117,0.985516484
1.118,0.985504431
1.119,0.985492386
1.12,0.985480349
1.121,0.98546832
1.122,0.985456297
1.123,0.985444281
1.124,0.985432273
1.125,0.985420273
1.126,0.98540828
1.127,0.985396293
1.128,0.985384315
1.129,0.985372345
1.13,0.985360381
1.131,0.985348424
1.132,0.985336476
1.133,0.985324535
1.134,0.985312601
1.135,0.985300674
1.136,0.985288755
1.137,0.985276843
1.138,0.985264938
1.139,0.985253041
1.14,0.98524115
1.141,0.985229268
1.142,0.985217392
1.143,0.985205524
1.144,0.985193664
1.145,0.98518181
