f,S21
891,0.525019409
892,0.524749107
893,0.524478924
894,0.524208855
895,0.523938898
896,0.523669051
897,0.52339931
898,0.523129673
899,0.522860137
900,0.5225907
901,0.522321359
902,0.522052111
903,0.521782954
904,0.521513886
905,0.521244905
906,0.520976007
907,0.520707191
908,0.520438455
909,0.520169796
910,0.519901213
911,0.519632704
912,0.519364266
913,0.519095897
914,0.518827597
915,0.518559363
916,0.518291194
917,0.518023088
918,0.517755043
919,0.517487058
920,0.517219132
921,0.516951263
922,0.51668345
923,0.516415693
924,0.516147989
925,0.515880338
926,0.51561274
927,0.515345192
928,0.515077695
929,0.514810248
930,0.51454285
931,0.5142755
932,0.514008199
933,0.513740946
934,0.513473741
935,0.513206584
936,0.512939475
937,0.512672413
938,0.5124054
939,0.512138435
940,0.511871519
941,0.511604653
942,0.511337837
943,0.511071072
944,0.510804359
945,0.510537698
946,0.510271092
947,0.510004541
948,0.509738047
949,0.509471612
950,0.509205237
951,0.508938923
952,0.508672674
953,0.508406491
954,0.508140376
955,0.507874332
956,0.507608361
957,0.507342466
958,0.507076651
959,0.506810917
960,0.506545269
961,0.506279709
962,0.506014242
963,0.50574887
964,0.505483598
965,0.505218429
966,0.504953368
967,0.50468842
968,0.504423588
969,0.504158877
970,0.503894292
971,0.503629838
972,0.50336552
973,0.503101343
974,0.502837314
975,0.502573436
976,0.502309717
977,0.502046162
978,0.501782776
979,0.501519567
980,0.50125654
981,0.500993702
982,0.50073106
983,0.500468619
984,0.500206388
985,0.499944372
986,0.499682578
987,0.499421015
988,0.499159688
989,0.498898606
990,0.498637776
991,0.498377204
992,0.498116899
993,0.497856868
994,0.497597118
995,0.497337658
996,0.497078495
997,0.496819636
998,0.496561089
999,0.496302862
1000,0.496044962
1001,0.495787398
1002,0.495530176
1003,0.495273305
1004,0.495016792
1005,0.494760644
1006,0.494504869
1007,0.494249474
1008,0.493994466
1009,0.493739853
1010,0.493485642
1011,0.49323184
1012,0.492978454
1013,0.492725489
1014,0.492472954
1015,0.492220855
1016,0.491969197
1017,0.491717988
1018,0.491467232
1019,0.491216937
1020,0.490967108
1021,0.490717749
1022,0.490468868
1023,0.490220468
1024,0.489972556
1025,0.489725135
1026,0.48947821
1027,0.489231786
1028,0.488985866
1029,0.488740456
1030,0.488495558
1031,0.488251176
1032,0.488007314
1033,0.487763974
1034,0.48752116
1035,0.487278874
1036,0.487037119
1037,0.486795896
1038,0.486555209
1039,0.486315058
1040,0.486075445
1041,0.485836372
1042,0.48559784
1043,0.485359849
1044,0.4851224
1045,0.484885495
1046,0.484649132
1047,0.484413312
1048,0.484178034
1049,0.483943299
1050,0.483709106
1051,0.483475453
1052,0.48324234
1053,0.483009766
1054,0.482777728
1055,0.482546225
1056,0.482315256
1057,0.482084817
1058,0.481854907
1059,0.481625523
1060,0.481396662
1061,0.481168321
1062,0.480940498
1063,0.480713188
1064,0.480486388
1065,0.480260094
1066,0.480034303
1067,0.479809009
1068,0.479584209
1069,0.479359897
1070,0.47913607
1071,0.478912721
1072,0.478689846
1073,0.478467439
1074,0.478245495
1075,0.478024007
1076,0.47780297
1077,0.477582377
1078,0.477362221
1079,0.477142496
1080,0.476923196
1081,0.476704311
1082,0.476485837
1083,0.476267764
1084,0.476050084
1085,0.475832791
1086,0.475615875
1087,0.475399328
1088,0.475183141
1089,0.474967305
1090,0.474751812
1091,0.47453665
1092,0.474321812
1093,0.474107286
1094,0.473893063
1095,0.473679131
1096,0.473465481
1097,0.473252102
1098,0.473038981
1099,0.472826108
1100,0.47261347
1101,0.472401056
1102,0.472188853
1103,0.471976848
1104,0.471765029
1105,0.471553382
1106,0.471341894
1107,0.471130551
1108,0.470919339
1109,0.470708243
1110,0.470497248
1111,0.470286339
1112,0.470075502
1113,0.469864719
1114,0.469653976
1115,0.469443255
1116,0.46923254
1117,0.469021813
1118,0.468811058
1119,0.468600255
1120,0.468389388
1121,0.468178437
1122,0.467967383
1123,0.467756208
1124,0.46754489
1125,0.467333411
1126,0.46712175
1127,0.466909884
1128,0.466697795
1129,0.466485458
1130,0.466272853
1131,0.466059956
1132,0.465846745
1133,0.465633196
1134,0.465419285
1135,0.465204988
1136,0.464990279
1137,0.464775134
1138,0.464559527
1139,0.464343431
1140,0.46412682
1141,0.463909667
1142,0.463691944
1143,0.463473622
1144,0.463254673
1145,0.463035068
1146,0.462814778
1147,0.462593771
1148,0.462372017
1149,0.462149485
1150,0.461926143
1151,0.461701959
1152,0.461476899
1153,0.461250931
1154,0.46102402
1155,0.460796132
1156,0.460567231
1157,0.460337282
1158,0.460106249
1159,0.459874094
1160,0.459640781
1161,0.459406271
1162,0.459170525
1163,0.458933504
1164,0.458695169
1165,0.458455478
1166,0.458214391
1167,0.457971866
1168,0.45772786
1169,0.457482331
1170,0.457235234
1171,0.456986526
1172,0.456736161
1173,0.456484093
1174,0.456230278
1175,0.455974666
1176,0.455717211
1177,0.455457864
1178,0.455196577
1179,0.4549333
1180,0.454667981
1181,0.454400571
1182,0.454131016
1183,0.453859266
1184,0.453585266
1185,0.453308962
1186,0.4530303
1187,0.452749225
1188,0.45246568
1189,0.452179608
1190,0.451890952
1191,0.451599654
1192,0.451305654
1193,0.451008892
1194,0.450709309
1195,0.450406842
1196,0.45010143
1197,0.44979301
1198,0.449481518
1199,0.44916689
1200,0.448849061
